2016-10-17,117.330002
2016-10-18,118.18
2016-10-19,117.25
2016-10-20,116.860001
2016-10-21,116.809998
2016-10-24,117.099998
2016-10-25,117.949997
2016-10-26,114.309998
2016-10-27,115.389999
2016-10-28,113.870003
2016-10-31,113.650002
2016-11-01,113.459999
2016-11-02,111.400002
2016-11-03,110.980003
2016-11-04,108.529999
2016-11-07,110.080002
2016-11-08,110.309998
2016-11-09,109.879997
2016-11-10,111.089996
2016-11-11,107.120003
2016-11-14,107.709999
2016-11-15,106.57
2016-11-16,106.699997
2016-11-17,109.809998
2016-11-18,109.720001
2016-11-21,110.120003
2016-11-22,111.949997
2016-11-23,111.360001
2016-11-25,111.129997
2016-11-28,111.43
2016-11-29,110.779999
2016-11-30,111.599998
2016-12-01,110.370003
2016-12-02,109.169998
2016-12-05,110.0
2016-12-06,109.5
2016-12-07,109.260002
2016-12-08,110.860001
2016-12-09,112.309998
2016-12-12,113.290001
2016-12-13,113.839996
2016-12-14,115.040001
2016-12-15,115.379997
2016-12-16,116.470001
2016-12-19,115.800003
2016-12-20,116.739998
2016-12-21,116.800003
2016-12-22,116.349998
2016-12-23,115.589996
2016-12-27,116.519997
2016-12-28,117.519997
2016-12-29,116.449997
2016-12-30,116.650002
2017-01-03,115.800003
2017-01-04,115.849998
2017-01-05,115.919998
2017-01-06,116.779999
2017-01-09,117.949997
2017-01-10,118.769997
2017-01-11,118.739998
2017-01-12,118.900002
2017-01-13,119.110001
2017-01-17,118.339996
2017-01-18,120.0
2017-01-19,119.400002
2017-01-20,120.449997
2017-01-23,120.0
2017-01-24,119.550003
2017-01-25,120.419998
2017-01-26,121.669998
2017-01-27,122.139999
2017-01-30,120.93
2017-01-31,121.150002
2017-02-01,127.029999
2017-02-02,127.980003
2017-02-03,128.309998
2017-02-06,129.130005
2017-02-07,130.539993
2017-02-08,131.350006
2017-02-09,131.649994
2017-02-10,132.460007
2017-02-13,133.080002
2017-02-14,133.470001
2017-02-15,135.520004
2017-02-16,135.669998
2017-02-17,135.100006
2017-02-21,136.229996
2017-02-22,136.429993
2017-02-23,137.380005
2017-02-24,135.910004
2017-02-27,137.139999
2017-02-28,137.080002
2017-03-01,137.889999
2017-03-02,140.0
2017-03-03,138.779999
2017-03-06,139.369995
2017-03-07,139.059998
2017-03-08,138.949997
2017-03-09,138.740005
2017-03-10,139.25
2017-03-13,138.850006
2017-03-14,139.300003
2017-03-15,139.410004
2017-03-16,140.720001
2017-03-17,141.0
2017-03-20,140.399994
2017-03-21,142.110001
2017-03-22,139.850006
2017-03-23,141.259995
2017-03-24,141.5
2017-03-27,139.389999
2017-03-28,140.910004
2017-03-29,143.679993
2017-03-30,144.190002
2017-03-31,143.720001
2017-04-03,143.710007
2017-04-04,143.25
2017-04-05,144.220001
2017-04-06,144.289993
2017-04-07,143.729996
2017-04-10,143.600006
2017-04-11,142.940002
2017-04-12,141.600006
2017-04-13,141.910004
2017-04-17,141.479996
2017-04-18,141.410004
2017-04-19,141.880005
2017-04-20,141.220001
2017-04-21,142.440002
2017-04-24,143.5
2017-04-25,143.910004
2017-04-26,144.470001
2017-04-27,143.919998
2017-04-28,144.089996
2017-05-01,145.100006
2017-05-02,147.539993
2017-05-03,145.589996
2017-05-04,146.520004
2017-05-05,146.759995
2017-05-08,149.029999
2017-05-09,153.869995
2017-05-10,153.630005
2017-05-11,152.449997
2017-05-12,154.699997
2017-05-15,156.009995
2017-05-16,155.940002
2017-05-17,153.600006
2017-05-18,151.270004
2017-05-19,153.380005
2017-05-22,154.0
2017-05-23,154.899994
2017-05-24,153.839996
2017-05-25,153.729996
2017-05-26,154.0
2017-05-30,153.419998
2017-05-31,153.970001
2017-06-01,153.169998
2017-06-02,153.580002
2017-06-05,154.339996
2017-06-06,153.899994
2017-06-07,155.020004
2017-06-08,155.25
2017-06-09,155.190002
2017-06-12,145.740005
2017-06-13,147.160004
2017-06-14,147.5
2017-06-15,143.320007
2017-06-16,143.779999
2017-06-19,143.660004
2017-06-20,146.869995
2017-06-21,145.520004
2017-06-22,145.770004
2017-06-23,145.130005
2017-06-26,147.169998
2017-06-27,145.009995
2017-06-28,144.490005
2017-06-29,144.710007
2017-06-30,144.449997
2017-07-03,144.880005
2017-07-05,143.690002
2017-07-06,143.020004
2017-07-07,142.899994
2017-07-10,144.110001
2017-07-11,144.729996
2017-07-12,145.869995
2017-07-13,145.5
2017-07-14,147.970001
2017-07-17,148.820007
2017-07-18,149.199997
2017-07-19,150.479996
2017-07-20,151.5
2017-07-21,149.990005
2017-07-24,150.580002
2017-07-25,151.800003
2017-07-26,153.350006
2017-07-27,153.75
2017-07-28,149.889999
2017-07-31,149.899994
2017-08-01,149.100006
2017-08-02,159.279999
2017-08-03,157.050003
2017-08-04,156.070007
2017-08-07,157.059998
2017-08-08,158.600006
2017-08-09,159.259995
2017-08-10,159.899994
2017-08-11,156.600006
2017-08-14,159.320007
2017-08-15,160.660004
